UserID,No_of_days_Visited_7_Days,No_Of_Products_Viewed_15_Days,User_Vintage,Most_Viewed_product_15_Days,Most_Active_OS,Recently_Viewed_Product,Pageloads_last_7_days,Clicks_last_7_days
U132665,0,0,1202.0,PR100145,Windows,PR100166,0,0
U132666,0,0,1200.0,PR102012,Andriod,PR100281,0,0
U132667,0,0,1202.0,PR101782,Windows,PR101782,0,0
U132668,0,0,1202.0,PR100285,Windows,PR100219,0,0
U132669,0,0,1258.0,PR100318,Windows,PR100719,0,0
U132670,0,0,1200.0,PR102012,Andriod,PR100281,0,0
U132671,0,0,1190.0,PR100145,Windows,PR100070,0,0
U132672,0,0,1312.0,PR100845,Andriod,,0,0
U132674,0,0,1484.0,PR100436,Windows,PR100189,0,0
U132675,0,0,2208.0,PR100120,Windows,PR101497,0,0
U132676,0,0,1202.0,,Windows,PR100002,0,0
U132677,0,0,1178.0,PR100011,Linux,PR101105,0,0
U132678,0,0,1202.0,PR100060,Windows,PR100850,0,0
U132679,0,0,1184.0,PR100014,Windows,,0,0
U132680,0,0,1202.0,PR100181,Windows,PR100591,0,0
U132681,0,0,1237.0,PR100966,Windows,PR100047,0,0
U132682,0,0,1180.0,PR101446,Windows,PR100390,0,0
U132683,0,0,1376.0,PR100241,Windows,PR101692,0,0
U132684,0,0,1202.0,PR100044,Windows,PR100232,0,0
U132685,0,0,2026.0,PR100113,Windows,PR100582,0,0
U132686,0,0,1191.0,PR100003,Windows,PR100047,0,0
U132687,0,0,1536.0,PR100910,Windows,PR100910,0,0
U132688,0,0,1193.0,PR100719,Andriod,PR100823,0,0
U132689,0,0,1318.0,PR100006,Windows,PR100134,0,0
U132690,0,0,1193.0,PR100209,Windows,PR100629,0,0
U132691,0,0,1438.0,PR100017,Ios,PR100083,0,0
U132692,0,0,2182.0,PR100667,Windows,PR100919,0,0
U132693,0,0,1217.0,PR101814,Andriod,PR100743,0,0
U132694,0,0,2414.0,,Windows,PR100185,0,0
U132696,0,0,1197.0,PR100234,Andriod,PR100118,0,0
U132697,0,0,1772.0,PR100027,Windows,PR100027,0,0
U132698,0,0,1275.0,PR100123,Linux,PR100765,0,0
U132699,0,0,1747.0,PR100736,Windows,PR102028,0,0
U132700,0,0,1295.0,PR100504,Andriod,PR100504,0,0
U132701,0,0,1198.0,PR100102,Windows,PR100812,0,0
U132702,0,0,1180.0,PR100050,Windows,PR100072,0,0
U132703,0,0,1200.0,PR104898,Windows,PR100097,0,0
U132704,0,0,1943.0,PR100017,Windows,PR100403,0,0
U132705,0,0,1198.0,PR100910,Mac OS X,PR100629,0,0
U132706,0,0,1192.0,PR100017,Windows,PR100086,0,0
U132707,0,0,1382.0,PR101512,Andriod,PR100051,0,0
U132708,0,0,1192.0,PR100015,Andriod,PR100861,0,0
U132709,0,0,1200.0,PR100017,Andriod,PR100017,0,0
U132710,0,0,1572.0,PR100044,Windows,PR100250,0,0
U132711,0,0,1655.0,PR100064,Mac OS X,PR101034,0,0
U132712,0,0,1217.0,PR100010,Andriod,PR101255,0,0
U132713,0,0,1352.0,PR100039,Windows,PR100023,0,0
U132714,0,0,1175.0,PR101616,Windows,PR100102,0,0
U132715,0,0,1249.0,PR100823,Mac OS X,PR100063,0,0
U132716,0,0,1479.0,PR100877,Andriod,PR100945,0,0
U132717,0,0,1460.0,PR101275,Windows,PR100028,0,0
U132718,0,0,1400.0,PR100438,Andriod,PR100200,0,0
U132719,0,0,1218.0,PR100341,Andriod,PR100673,0,0
U132720,0,0,1293.0,PR100758,Windows,PR100758,0,0
U132721,0,0,1200.0,PR100444,Andriod,PR100206,0,0
U132722,0,0,1705.0,PR100403,Windows,PR100115,0,0
U132723,0,0,1267.0,PR100044,Windows,PR100017,0,0
U132724,0,0,1203.0,PR100017,Windows,PR100017,0,0
U132725,0,0,1342.0,PR100070,Linux,PR100083,0,0
U132726,0,0,1193.0,PR101026,Windows,PR100428,0,0
U132728,0,0,1202.0,PR100885,Windows,PR100312,0,0
U132729,0,0,1341.0,PR100853,Windows,PR100102,0,0
U132730,0,0,1260.0,PR100301,Windows,PR100102,0,0
U132732,0,0,1392.0,PR100200,Windows,PR100119,0,0
U132733,0,0,1184.0,PR100017,Windows,PR100237,0,0
U132734,0,0,1389.0,PR100102,Windows,PR100017,0,0
U132735,0,0,1205.0,PR100258,Windows,PR100633,0,0
U132736,0,0,1439.0,PR101542,Windows,PR101542,0,0
U132737,0,0,2080.0,PR100872,Windows,PR100469,0,0
U132738,0,0,1200.0,PR101011,Andriod,PR100017,0,0
U132739,0,0,1508.0,PR100003,Andriod,PR101870,0,0
U132740,0,0,1225.0,PR100352,Windows,,0,0
U132741,0,0,2203.0,PR100720,Windows,PR100209,0,0
U132742,0,0,3047.0,PR100017,Windows,PR101042,0,0
U132743,0,0,2218.0,PR100403,Windows,PR100833,0,0
U132744,0,0,1187.0,PR100102,Windows,PR100181,0,0
U132746,0,0,2258.0,PR100177,Windows,PR100010,0,0
U132747,0,0,1254.0,PR100453,Windows,PR100017,0,0
U132748,0,0,1182.0,,Andriod,PR100234,0,0
U132749,0,0,1560.0,PR100359,Windows,PR100390,0,0
U132750,0,0,1297.0,PR100859,Windows,PR100248,0,0
U132751,0,0,1193.0,PR100051,Windows,PR101042,0,0
U132752,0,0,1216.0,PR100434,Windows,PR100086,0,0
U132753,0,0,1242.0,PR100236,Windows,PR100095,0,0
U132754,0,0,1185.0,PR100028,Windows,PR100152,0,0
U132755,0,0,1903.0,PR100339,Windows,PR100102,0,0
U132756,0,0,1653.0,PR100489,Windows,,0,0
U132757,0,0,1445.0,PR100250,Windows,PR100807,0,0
U132759,0,0,1361.0,PR100335,Windows,PR100017,0,0
U132761,0,0,1288.0,PR100612,Andriod,PR100020,0,0
U132762,0,0,1271.0,PR100850,Mac OS X,PR100146,0,0
U132764,0,0,2501.0,PR100099,Windows,PR100055,0,0
U132765,0,0,1625.0,PR100166,Windows,PR100424,0,0
U132767,0,0,1324.0,PR100226,Windows,PR100017,0,0
U132768,0,0,1705.0,PR100403,Windows,PR100115,0,0
U132769,0,0,2572.0,PR100101,Andriod,PR101217,0,0
U132770,0,0,1267.0,PR100558,Andriod,PR100045,0,0
U132772,0,0,1203.0,PR100044,Windows,PR100258,0,0
U132774,0,0,1609.0,PR101512,Windows,PR100051,0,0
U132775,0,0,1774.0,PR100083,Linux,PR100352,0,0
U132776,0,0,1486.0,PR101574,Andriod,PR101814,0,0
U132777,0,0,1254.0,,Andriod,PR100123,0,0
U132778,0,0,1246.0,PR100017,Windows,PR100102,0,0
U132779,0,0,1388.0,PR100743,Andriod,PR100096,0,0
U132780,0,0,1175.0,PR100113,Andriod,PR101814,0,0
U132781,0,0,1609.0,PR100872,Andriod,PR100172,0,0
U132782,0,0,1178.0,PR100044,Windows,PR100578,0,0
U132783,0,0,1718.0,PR100192,Mac OS X,PR100017,0,0
U132784,0,0,1224.0,PR100885,Windows,,0,0
U132785,0,0,1179.0,PR100030,Windows,PR100226,0,0
U132786,0,0,1229.0,PR100171,Mac OS X,PR100164,0,0
U132787,0,0,1830.0,PR100135,Windows,,0,0
U132788,0,0,2660.0,PR102063,Windows,PR100017,0,0
U132790,0,0,1253.0,,Windows,PR100568,0,0
U132791,0,0,1214.0,PR100017,Mac OS X,PR100428,0,0
U132792,0,0,1439.0,PR100498,Windows,PR101220,0,0
U132793,0,0,2927.0,PR101275,Andriod,PR100028,0,0
U132794,0,0,1383.0,,Andriod,,0,0
U132796,0,0,2339.0,,Windows,PR101421,0,0
U132797,0,0,1461.0,PR100166,Windows,PR100017,0,0
U132798,0,0,1179.0,PR100189,Windows,PR100251,0,0
U132799,0,0,1360.0,PR101686,Linux,PR100657,0,0
U132800,0,0,1227.0,PR100561,Windows,PR100743,0,0
U132801,0,0,1375.0,,Windows,PR100094,0,0
U132802,0,0,1944.0,PR100457,Windows,PR100066,0,0
U132803,0,0,1180.0,PR100885,Windows,PR100317,0,0
U132805,0,0,1875.0,PR100277,Andriod,PR100481,0,0
U132806,0,0,1317.0,PR100102,Andriod,,0,0
U132808,0,0,1386.0,PR101188,Windows,PR101188,0,0
U132809,0,0,1315.0,,Andriod,PR100080,0,0
U132810,0,0,1218.0,PR100317,Andriod,PR100281,0,0
U132811,0,0,1210.0,PR100906,Windows,PR101030,0,0
U132812,0,0,1211.0,PR100166,Mac OS X,PR100017,0,0
U132813,0,0,1361.0,PR100152,Windows,PR100662,0,0
U132814,0,0,1375.0,,Windows,PR100094,0,0
U132815,0,0,1185.0,PR100036,Windows,PR100527,0,0
U132816,0,0,1227.0,PR100435,Windows,PR100102,0,0
U132817,0,0,1215.0,PR100896,Andriod,PR100896,0,0
U132818,0,0,1870.0,PR100240,Andriod,PR101272,0,0
U132819,0,0,1677.0,PR100015,Windows,PR101238,0,0
U132820,0,0,1338.0,PR100102,Windows,,0,0
U132821,0,0,1252.0,PR101244,Andriod,PR102175,0,0
U132822,0,0,1264.0,PR100189,Mac OS X,,0,0
U132823,0,0,1813.0,PR100123,Windows,PR101042,0,0
U132824,0,0,1307.0,PR100141,Windows,PR100152,0,0
U132825,0,0,2202.0,PR102599,Windows,PR100017,0,0
U132826,0,0,1218.0,PR100102,Andriod,PR100088,0,0
U132827,0,0,1260.0,PR100494,Windows,PR100202,0,0
U132828,0,0,1423.0,PR100080,Windows,PR100020,0,0
U132829,0,0,1208.0,PR100199,Linux,PR100859,0,0
U132830,0,0,1185.0,PR100044,Windows,PR100872,0,0
U132831,0,0,1200.0,PR100872,Windows,PR100954,0,0
U132832,0,0,1349.0,PR100278,Mac OS X,PR100200,0,0
U132833,0,0,1299.0,PR100015,Windows,PR102226,0,0
U132834,0,0,3363.0,PR100739,Windows,PR100072,0,0
U132835,0,0,1185.0,PR100178,Windows,PR100084,0,0
U132836,0,0,2173.0,PR100166,Windows,PR100146,0,0
U132837,0,0,1258.0,PR100096,Andriod,,0,0
U132838,0,0,1455.0,PR100043,Windows,PR100132,0,0
U132839,0,0,1176.0,PR100500,Andriod,PR100102,0,0
U132840,0,0,1179.0,PR101213,Windows,PR100174,0,0
U132841,0,0,2585.0,PR100859,Windows,PR100025,0,0
U132842,0,0,1196.0,PR100278,Windows,PR100200,0,0
U132843,0,0,1755.0,PR100219,Andriod,PR101097,0,0
U132844,0,0,1382.0,PR100017,Windows,PR100321,0,0
U132845,0,0,2442.0,PR100010,Andriod,PR100200,0,0
U132846,0,0,2625.0,PR100020,Andriod,PR101463,0,0
U132847,0,0,1239.0,PR100073,Andriod,PR100812,0,0
U132849,0,0,1184.0,PR100153,Mac OS X,PR100333,0,0
U132850,0,0,1403.0,PR100121,Andriod,PR100054,0,0
U132852,0,0,1216.0,PR100244,Linux,PR100406,0,0
U132853,0,0,3039.0,PR100470,Windows,PR100650,0,0
U132854,0,0,2387.0,PR101500,Linux,PR100281,0,0
U132855,0,0,1249.0,PR100039,Windows,PR100166,0,0
U132856,0,0,1185.0,PR100720,Andriod,PR100153,0,0
U132857,0,0,1418.0,PR100200,Mac OS X,,0,0
U132858,0,0,1243.0,PR106725,Windows,PR100003,0,0
U132859,0,0,2318.0,PR100417,Windows,PR100870,0,0
U132860,0,0,2401.0,PR100017,Andriod,PR100209,0,0
U132861,0,0,1200.0,PR101042,Andriod,PR100631,0,0
U132862,0,0,1190.0,PR100097,Mac OS X,PR100060,0,0
U132863,0,0,1189.0,PR100364,Ubuntu,PR100003,0,0
U132864,0,0,1222.0,PR100005,Windows,PR100734,0,0
U132865,0,0,1213.0,PR100070,Windows,PR100248,0,0
U132867,0,0,1311.0,PR100152,Windows,PR100152,0,0
U132868,0,0,1186.0,PR100328,Windows,PR100166,0,0
U132870,0,0,1202.0,PR100200,Andriod,PR100428,0,0
U132871,0,0,1319.0,PR100724,Windows,PR100546,0,0
U132872,0,0,1189.0,PR100645,Andriod,PR100172,0,0
U132873,0,0,1757.0,PR100446,Andriod,PR100446,0,0
U132874,0,0,1181.0,PR100072,Andriod,PR100047,0,0
U132875,0,0,1197.0,PR100200,Andriod,PR100428,0,0
U132876,0,0,1175.0,PR100184,Andriod,PR100258,0,0
U132877,0,0,1179.0,PR100453,Andriod,PR100017,0,0
U132878,0,0,1191.0,PR100268,Andriod,PR100268,0,0
U132879,0,0,1204.0,PR100028,Windows,PR100142,0,0
U132880,0,0,1972.0,PR100102,Windows,PR100339,0,0
U132881,0,0,1230.0,PR100953,Andriod,,0,0
U132884,0,0,1978.0,PR100414,Mac OS X,PR100055,0,0
U132886,0,0,1196.0,PR100145,Windows,,0,0
U132887,0,0,1201.0,PR101249,Andriod,,0,0
U132888,0,0,1181.0,PR100872,Mac OS X,PR100200,0,0
U132889,0,0,1284.0,PR100188,Andriod,PR100719,0,0
U132890,0,0,1222.0,PR100910,Windows,PR100241,0,0
U132891,0,0,1574.0,PR100240,Windows,PR101272,0,0
U132892,0,0,1284.0,PR100145,Andriod,PR100086,0,0
U132893,0,0,1358.0,PR100017,Andriod,PR100426,0,0
U132894,0,0,1261.0,,Andriod,PR100668,0,0
U132895,0,0,1375.0,PR101619,Windows,PR100562,0,0
U132896,0,0,2798.0,PR101603,Windows,PR101111,0,0
U132897,0,0,1261.0,,Windows,PR101814,0,0
U132898,0,0,1483.0,PR100339,Windows,PR100390,0,0
U132899,0,0,1207.0,PR100017,Windows,PR100017,0,0
U132900,0,0,2060.0,PR100782,Mac OS X,PR100379,0,0
U132901,0,0,1265.0,PR100102,Windows,PR100357,0,0
U132902,0,0,2258.0,PR100540,Windows,PR100942,0,0
U132903,0,0,1412.0,PR100120,Windows,PR100743,0,0
U132904,0,0,1469.0,PR100102,Windows,PR100017,0,0
U132905,0,0,1217.0,PR100072,Windows,PR100656,0,0
U132906,0,0,1181.0,PR101111,Windows,PR100036,0,0
U132907,0,0,1184.0,PR101216,Windows,,0,0
U132908,0,0,1336.0,PR100285,Windows,PR100506,0,0
U132909,0,0,1273.0,PR100166,Windows,PR100181,0,0
U132910,0,0,1368.0,PR100341,Windows,PR100102,0,0
U132911,0,0,1342.0,PR100102,Mac OS X,PR100036,0,0
U132912,0,0,2418.0,PR100102,Mac OS X,PR100102,0,0
U132913,0,0,3095.0,PR100060,Andriod,PR100219,0,0
U132914,0,0,1217.0,PR100630,Ios,PR100180,0,0
U132916,0,0,1213.0,PR100060,Mac OS X,PR100144,0,0
U132917,0,0,1184.0,PR100486,Windows,PR100120,0,0
U132918,0,0,1196.0,PR100034,Andriod,PR100328,0,0
U132919,0,0,1380.0,PR100504,Windows,PR100237,0,0
U132920,0,0,1432.0,PR101340,Windows,PR100910,0,0
U132921,0,0,1605.0,PR100055,Windows,PR100196,0,0
U132922,0,0,1195.0,,Windows,PR100876,0,0
U132923,0,0,2189.0,,Windows,PR100017,0,0
U132924,0,0,1191.0,PR100015,Windows,PR100861,0,0
U132925,0,0,1177.0,PR101221,Windows,PR100102,0,0
U132926,0,0,2867.0,PR100062,Windows,,0,0
U132929,0,0,1184.0,PR100060,Windows,PR100629,0,0
U132930,0,0,1180.0,PR100234,Andriod,PR100280,0,0
U132931,0,0,1192.0,PR100003,Windows,PR100115,0,0
U132932,0,0,2858.0,PR100145,Windows,PR100251,0,0
U132933,0,0,1476.0,PR100102,Andriod,PR100403,0,0
U132934,0,0,1180.0,PR100134,Mac OS X,PR100088,0,0
U132935,0,0,1376.0,PR100621,Windows,PR100102,0,0
U132936,0,0,1648.0,PR100206,Windows,PR100368,0,0
U132937,0,0,2724.0,PR100200,Windows,PR100123,0,0
U132938,0,0,1423.0,PR100443,Windows,PR100142,0,0
U132939,0,0,1291.0,PR101091,Windows,PR100301,0,0
U132940,0,0,1194.0,PR100069,Andriod,PR100636,0,0
U132941,0,0,1920.0,PR100113,Windows,PR100437,0,0
U132942,0,0,1194.0,PR100202,Andriod,PR100859,0,0
U132943,0,0,1184.0,PR100561,Windows,PR100062,0,0
U132944,0,0,2023.0,PR100558,Windows,PR100567,0,0
U132945,0,0,1585.0,PR100017,Windows,PR100044,0,0
U132947,0,0,1468.0,,Windows,PR100520,0,0
U132948,0,0,1175.0,PR100226,Andriod,PR100000,0,0
U132949,0,0,1211.0,PR102063,Mac OS X,PR100017,0,0
U132950,0,0,1300.0,PR100003,Windows,PR100003,0,0
U132951,0,0,1190.0,PR100060,Windows,PR100312,0,0
U132952,0,0,1182.0,PR100184,Mac OS X,PR100258,0,0
U132953,0,0,1225.0,PR100106,Windows,PR100200,0,0
U132954,0,0,1225.0,PR100885,Mac OS X,PR100036,0,0
U132955,0,0,1355.0,PR101619,Andriod,PR100562,0,0
U132956,0,0,1177.0,PR100470,Windows,PR100436,0,0
U132957,0,0,1221.0,PR102519,Windows,PR100945,0,0
U132958,0,0,1580.0,PR100010,Andriod,PR100251,0,0
U132959,0,0,1182.0,PR100017,Windows,,0,0
U132960,0,0,1185.0,,Windows,PR101575,0,0
U132962,0,0,1276.0,PR100387,Windows,PR100355,0,0
U132963,0,0,1342.0,PR100043,Windows,PR100189,0,0
U132964,0,0,1203.0,PR100453,Windows,PR100719,0,0
U132965,0,0,1263.0,PR100166,Windows,PR101717,0,0
U132966,0,0,2194.0,PR100197,Mac OS X,PR101521,0,0
U132967,0,0,1346.0,PR100369,Ubuntu,PR100301,0,0
U132968,0,0,2309.0,PR100135,Mac OS X,PR100026,0,0
U132969,0,0,1217.0,PR100209,Windows,PR100106,0,0
U132970,0,0,1181.0,PR100833,Windows,PR100501,0,0
U132971,0,0,1218.0,PR100551,Windows,PR100285,0,0
U132972,0,0,1192.0,PR100045,Windows,PR100241,0,0
U132973,0,0,2275.0,PR101278,Windows,PR102663,0,0
U132974,0,0,3245.0,PR100739,Windows,PR101701,0,0
U132975,0,0,1739.0,,Windows,PR100102,0,0
U132976,0,0,1213.0,PR100352,Windows,PR100390,0,0
U132977,0,0,1208.0,PR100085,Windows,PR107639,0,0
U132978,0,0,1243.0,PR100268,Mac OS X,PR101292,0,0
U132979,0,0,1182.0,PR100715,Ios,PR100040,0,0
U132980,0,0,1184.0,PR100910,Andriod,PR100200,0,0
U132981,0,0,1285.0,PR100301,Windows,PR100901,0,0
U132982,0,0,2394.0,PR100121,Windows,PR100251,0,0
U132983,0,0,1175.0,PR101814,Andriod,PR100366,0,0
U132985,0,0,1209.0,PR100241,Windows,PR100162,0,0
U132986,0,0,1527.0,PR100910,Mac OS X,PR100562,0,0
U132987,0,0,1202.0,PR100885,Windows,PR100312,0,0
U132989,0,0,2903.0,PR100369,Windows,PR101463,0,0
U132990,0,0,1780.0,PR100307,Linux,PR101862,0,0
U132991,0,0,1258.0,,Windows,PR101618,0,0
U132993,0,0,1222.0,PR100330,Andriod,PR100166,0,0
U132994,0,0,1179.0,PR100567,Mac OS X,PR100130,0,0
U132995,0,0,1208.0,PR100055,Windows,PR100055,0,0
U132996,0,0,1225.0,,Windows,PR100508,0,0
U132997,0,0,1250.0,PR100200,Mac OS X,PR100123,0,0
U132998,0,0,1323.0,PR100024,Windows,PR100036,0,0
U132999,0,0,1427.0,,Andriod,PR100325,0,0
U133000,0,0,1547.0,PR100498,Linux,,0,0
U133001,0,0,1200.0,PR100390,Windows,PR100691,0,0
U133002,0,0,1205.0,PR100574,Mac OS X,PR100359,0,0
U133003,0,0,1368.0,PR100103,Andriod,PR100390,0,0
U133004,0,0,1196.0,PR101421,Windows,PR100209,0,0
U133005,0,0,1699.0,PR101244,Chrome OS,PR102175,0,0
U133006,0,0,1246.0,PR100144,Windows,PR100258,0,0
U133007,0,0,2219.0,PR100119,Windows,PR100121,0,0
U133008,0,0,1360.0,,Windows,PR100113,0,0
U133009,0,0,1567.0,PR100166,Mac OS X,PR101202,0,0
U133010,0,0,3020.0,PR100150,Andriod,PR101029,0,0
U133011,0,0,1402.0,PR100110,Windows,PR100063,0,0
U133012,0,0,1175.0,PR100234,Andriod,PR100072,0,0
U133013,0,0,1853.0,PR101470,Mac OS X,PR100319,0,0
U133014,0,0,1214.0,PR100051,Linux,PR100390,0,0
U133015,0,0,1192.0,PR100028,Windows,PR100363,0,0
U133016,0,0,1960.0,PR100063,Windows,PR100920,0,0
U133017,0,0,1849.0,PR100225,Mac OS X,PR100017,0,0
U133018,0,0,3389.0,PR100050,Andriod,PR100413,0,0
U133019,0,0,1612.0,PR100219,Windows,PR100056,0,0
U133020,0,0,1398.0,,Ubuntu,,0,0
U133021,0,0,1233.0,,Windows,PR100506,0,0
U133022,0,0,1314.0,PR100055,Windows,PR100199,0,0
U133023,0,0,1475.0,PR100250,Windows,PR100054,0,0
U133024,0,0,1215.0,PR100055,Windows,PR100200,0,0
U133025,0,0,1188.0,PR100636,Windows,PR100017,0,0
U133026,0,0,1185.0,PR101039,Andriod,PR100231,0,0
U133027,0,0,1192.0,PR100291,Mac OS X,PR100200,0,0
U133028,0,0,1182.0,PR100231,Mac OS X,PR111585,0,0
U133029,0,0,1250.0,PR100017,Andriod,PR101012,0,0
U133030,0,0,2591.0,PR100859,Windows,,0,0
U133031,0,0,1577.0,PR100152,Windows,PR102113,0,0
U133033,0,0,1271.0,,Mac OS X,PR100973,0,0
U133036,0,0,1321.0,PR100241,Windows,,0,0
U133037,0,0,1265.0,PR100086,Windows,PR100166,0,0
U133038,0,0,1190.0,PR100017,Windows,PR100387,0,0
U133039,0,0,1803.0,PR100017,Andriod,PR100074,0,0
U133040,0,0,1187.0,PR100014,Windows,PR100330,0,0
U133041,0,0,1383.0,PR100307,Windows,PR100200,0,0
U133042,0,0,1258.0,PR100071,Andriod,PR100797,0,0
U133043,0,0,2775.0,PR101121,Windows,PR102225,0,0
U133044,0,0,1892.0,PR101026,Mac OS X,PR100145,0,0
U133045,0,0,1510.0,PR100010,Windows,PR100251,0,0
U133046,0,0,1301.0,PR100551,Windows,PR100044,0,0
U133047,0,0,1314.0,PR100015,Windows,PR100178,0,0
U133048,0,0,1361.0,PR100417,Windows,PR100771,0,0
U133049,0,0,1217.0,PR100258,Andriod,PR100431,0,0
U133050,0,0,1601.0,PR100017,Andriod,PR100102,0,0
U133051,0,0,1175.0,PR100152,Mac OS X,PR100330,0,0
U133053,0,0,1217.0,PR100277,Andriod,PR100321,0,0
U133054,0,0,1179.0,PR100773,Windows,PR100156,0,0
U133055,0,0,1176.0,PR100549,Windows,PR100152,0,0
U133056,0,0,1194.0,PR100113,Andriod,PR100239,0,0
U133057,0,0,1195.0,PR100102,Windows,PR100036,0,0
U133058,0,0,1423.0,PR106266,Andriod,PR100102,0,0
U133059,0,0,1354.0,PR100872,Windows,PR100200,0,0
U133061,0,0,1369.0,PR100036,Andriod,PR100036,0,0
U133062,0,0,1975.0,PR101692,Mac OS X,,0,0
U133063,0,0,1705.0,PR100182,Windows,PR100060,0,0
U133064,0,0,2494.0,,Linux,PR100850,0,0
U133065,0,0,1254.0,PR100017,Windows,PR100413,0,0
U133066,0,0,1275.0,PR101744,Windows,PR100083,0,0
U133067,0,0,1356.0,PR101125,Linux,PR100823,0,0
U133068,0,0,3020.0,PR100150,Andriod,PR101029,0,0
U133069,0,0,3014.0,PR100102,Windows,PR100102,0,0
U133070,0,0,1205.0,PR100072,Windows,PR100072,0,0
U133072,0,0,1198.0,,Windows,PR100145,0,0
U133073,0,0,1510.0,PR100010,Windows,PR100251,0,0
U133074,0,0,1934.0,PR100059,Windows,PR100747,0,0
U133075,0,0,1196.0,PR100401,Windows,PR100771,0,0
U133076,0,0,1399.0,PR100341,Andriod,PR100250,0,0
U133077,0,0,2659.0,PR101091,Windows,PR102390,0,0
U133078,0,0,1205.0,PR102484,Windows,PR100080,0,0
U133079,0,0,1512.0,,Andriod,,0,0
U133080,0,0,1190.0,PR100736,Andriod,,0,0
U133081,0,0,2674.0,PR100522,Windows,PR100954,0,0
U133082,0,0,1176.0,PR100390,Windows,PR101042,0,0
U133083,0,0,1179.0,PR100087,Windows,PR101028,0,0
U133084,0,0,1380.0,PR100316,Windows,PR101462,0,0
U133085,0,0,1179.0,,Mac OS X,PR100209,0,0
U133086,0,0,1348.0,PR100885,Mac OS X,PR100200,0,0
U133087,0,0,1205.0,PR101024,Andriod,PR100200,0,0
U133088,0,0,1718.0,PR100017,Mac OS X,PR100629,0,0
U133090,0,0,1259.0,PR100060,Andriod,PR102072,0,0
U133091,0,0,1209.0,PR100342,Windows,PR100481,0,0
U133092,0,0,1297.0,PR100166,Andriod,,0,0
U133093,0,0,1191.0,PR100097,Windows,PR100172,0,0
U133095,0,0,1358.0,PR100428,Linux,PR100390,0,0
U133096,0,0,1181.0,PR100036,Ubuntu,,0,0
U133097,0,0,1181.0,PR100339,Windows,PR100910,0,0
U133099,0,0,1312.0,PR100268,Andriod,PR100057,0,0
U133100,0,0,1306.0,PR100070,Andriod,PR100134,0,0
U133101,0,0,1198.0,PR101312,Windows,PR100839,0,0
U133102,0,0,1288.0,PR100765,Andriod,PR100115,0,0
U133103,0,0,1517.0,PR100017,Windows,PR100912,0,0
U133104,0,0,2209.0,PR100146,Windows,PR100197,0,0
U133105,0,0,1195.0,PR100041,Andriod,PR100954,0,0
U133106,0,0,1470.0,PR100113,Windows,PR100047,0,0
U133107,0,0,1234.0,PR100199,Windows,PR100859,0,0
U133109,0,0,1262.0,PR100012,Windows,PR100199,0,0
U133111,0,0,1358.0,PR100200,Windows,PR100821,0,0
U133112,0,0,1236.0,PR100144,Mac OS X,PR100633,0,0
U133113,0,0,1245.0,PR100234,Andriod,PR100792,0,0
U133114,0,0,1942.0,PR100187,Windows,PR100629,0,0
U133115,0,0,1274.0,PR100130,Mac OS X,PR100258,0,0
U133116,0,0,2387.0,PR101500,Linux,PR100281,0,0
U133118,0,0,1373.0,PR100850,Windows,PR100019,0,0
U133119,0,0,1216.0,PR100901,Windows,PR100910,0,0
U133120,0,0,1184.0,PR100071,Windows,PR100776,0,0
U133121,0,0,1212.0,PR101516,Windows,PR100367,0,0
U133122,0,0,1863.0,PR100318,Linux,PR100219,0,0
U133123,0,0,1177.0,PR100001,Windows,PR100047,0,0
U133124,0,0,1251.0,PR100015,Windows,PR100136,0,0
U133125,0,0,1199.0,PR100166,Windows,PR100166,0,0
U133126,0,0,1222.0,PR102697,Andriod,PR100102,0,0
U133128,0,0,1335.0,PR100178,Windows,PR100096,0,0
U133129,0,0,1258.0,PR100861,Windows,PR100018,0,0
U133130,0,0,3053.0,PR100739,Windows,PR100564,0,0
U133131,0,0,1306.0,PR100043,Windows,PR100024,0,0
U133132,0,0,1223.0,,Windows,PR100113,0,0
U133133,0,0,2427.0,,Windows,PR100142,0,0
U133134,0,0,1179.0,PR100037,Windows,PR100885,0,0
U133135,0,0,1984.0,PR100406,Windows,PR100166,0,0
U133136,0,0,1175.0,PR100364,Windows,PR102165,0,0
U133137,0,0,1222.0,PR100353,Ubuntu,PR100351,0,0
U133138,0,0,1175.0,PR100910,Mac OS X,PR100003,0,0
U133139,0,0,1931.0,PR100872,Windows,PR100115,0,0
U133140,0,0,1236.0,PR100102,Windows,PR100017,0,0
U133141,0,0,1198.0,PR100498,Windows,PR100941,0,0
U133142,0,0,1201.0,PR100785,Windows,PR100000,0,0
U133143,0,0,2161.0,PR100070,Andriod,PR101146,0,0
U133144,0,0,1436.0,PR100697,Windows,,0,0
U133145,0,0,1193.0,PR100279,Windows,PR100885,0,0
U133146,0,0,1378.0,PR100338,Andriod,PR100213,0,0
U133148,0,0,1205.0,,Andriod,PR100416,0,0
U133149,0,0,1242.0,PR100035,Windows,PR100152,0,0
U133151,0,0,1939.0,PR100017,Linux,PR100348,0,0
U133152,0,0,1199.0,PR100510,Windows,PR100102,0,0
U133153,0,0,2281.0,PR100010,Andriod,PR100072,0,0
U133154,0,0,1216.0,PR100051,Windows,PR100051,0,0
U133155,0,0,2472.0,PR100085,Windows,PR100237,0,0
U133156,0,0,1283.0,PR100103,Andriod,PR100747,0,0
